major_options,count
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",214
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Android Auto', 'Quick Order Package', 'CarPlay']",213
"['Sunroof/Moonroof', 'Navigation System', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",213
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",213
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels']",212
"['Leather Seats', 'Alloy Wheels', 'Bluetooth']",211
"['Backup Camera', 'Parking Sensors']",210
"['Value Package', 'Customer Preferred Package', 'Preferred Package', 'Quick Order Package']",207
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",206
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Quick Order Package']",205
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",204
"['Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']",204
"['Sunroof/Moonroof', 'Third Row Seating', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",204
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",204
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",202
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start']",202
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Android Auto', 'CarPlay']",202
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats']",201
"['Alloy Wheels', 'Backup Camera', 'Quick Order Package']",201
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Android Auto', 'Quick Order Package', 'CarPlay']",200
"['Sunroof/Moonroof', 'Navigation System', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",199
"['Alloy Wheels', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",198
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']",198
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",197
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",197
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Remote Start']",197
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats']",196
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Heated Seats']",195
"['Alloy Wheels', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Android Auto', 'CarPlay']",195
"['Steel Wheels', 'Bluetooth', 'Quick Order Package']",195
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",194
"['Alloy Wheels', 'Backup Camera', 'Remote Start']",194
"['Sunroof/Moonroof', 'Navigation System', 'Backup Camera', 'Heated Seats']",192
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",191
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",190
"['Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",189
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",189
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start']",187
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Heated Seats']",187
"['Adaptive Cruise Control', 'Steel Wheels', 'Backup Camera', 'CarPlay']",187
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Quick Order Package']",186
"['Navigation System', 'Steel Wheels']",185
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",185
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",184
"['Leather Seats', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",183
"['Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Android Auto', 'CarPlay']",183
"['Third Row Seating', 'Steel Wheels']",182
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Remote Start', 'Heated Seats']",182
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Convenience Package']",181
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Adaptive Suspension', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",180
"['Bluetooth', 'Steel Wheels', 'Backup Camera']",179
"['Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']",179
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors']",178
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",177
"['Sunroof/Moonroof', 'Navigation System', 'Backup Camera']",176
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Heated Seats']",175
"['Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start']",175
"['Sunroof/Moonroof', 'Bluetooth', 'Backup Camera', 'Heated Seats']",174
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",174
"['Backup Camera', 'Blind Spot Monitoring']",174
"['Third Row Seating', 'Bluetooth', 'Backup Camera']",173
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",172
"['Bluetooth', 'Backup Camera', 'Heated Seats']",171
"['Sunroof/Moonroof', 'Navigation System', 'Third Row Seating', 'Heated Seats', 'Android Auto', 'CarPlay']",171
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Quick Order Package']",171
"['Leather Seats', 'Navigation System', 'Bluetooth', 'Backup Camera', 'Remote Start']",170
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",169
"['Leather Seats', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",168
"['Sunroof/Moonroof', 'Alloy Wheels', 'Backup Camera', 'Remote Start']",168
"['Sunroof/Moonroof', 'Alloy Wheels', 'Backup Camera', 'Android Auto', 'CarPlay']",168
"['Steel Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Android Auto', 'CarPlay']",167
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'CarPlay']",166
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",166
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",166
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera']",166
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Bluetooth']",165
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Convenience Package']",165
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",165
"['Steel Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Android Auto', 'CarPlay']",165
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",165
"['Sunroof/Moonroof', 'Navigation System', 'Heated Seats']",164
"['Steel Wheels', 'Quick Order Package']",163
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",161
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",161
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Heated Seats']",160
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",159
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Cold Weather Package']",159
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Heated Seats']",158
"['Backup Camera', 'Remote Start']",158
"['Remote Start', 'Quick Order Package']",157
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",157
"['Alloy Wheels', 'Backup Camera', 'Convenience Package']",157
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Quick Order Package']",156
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Convenience Package']",156
"['Third Row Seating', 'Backup Camera', 'Parking Sensors']",156
"['Leather Seats', 'Navigation System', 'Bluetooth', 'Backup Camera']",155
"['Alloy Wheels', 'Steel Wheels', 'Bluetooth', 'Quick Order Package']",155
"['Customer Preferred Package', 'Preferred Package']",154
"['Remote Start', 'Heated Seats', 'Quick Order Package']",154
"['Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",153
"['Customer Preferred Package', 'Preferred Package', 'Remote Start', 'Quick Order Package']",153
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Remote Start']",153
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",153
"['Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats']",151
"['Sunroof/Moonroof', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",151
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",151
"['Sunroof/Moonroof', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Heated Seats']",151
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors']",151
['Parking Sensors'],151
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera']",150
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",150
"['Alloy Wheels', 'Third Row Seating', 'Bluetooth']",149
"['Sunroof/Moonroof', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",148
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",148
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Third Row Seating', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",148
"['Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']",148
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",147
"['Navigation System', 'Steel Wheels', 'Bluetooth', 'Backup Camera', 'Android Auto', 'CarPlay']",147
"['Bluetooth', 'Remote Start', 'Heated Seats', 'Multi Zone Climate Control']",147
"['Leather Seats', 'Sunroof/Moonroof', 'Bluetooth', 'Backup Camera', 'Remote Start']",146
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Android Auto', 'CarPlay', 'Convenience Package']",146
"['Alloy Wheels', 'Remote Start']",146
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",145
"['Leather Seats', 'Sunroof/Moonroof', 'Bluetooth']",145
"['Appearance Package', 'Steel Wheels', 'Bluetooth', 'Backup Camera']",145
"['Leather Seats', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start']",145
"['SE Package', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']",144
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Multi Zone Climate Control']",144
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Multi Zone Climate Control']",144
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'CarPlay']",143
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Multi Zone Climate Control']",143
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Technology Package', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",143
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors']",143
"['Bluetooth', 'Multi Zone Climate Control']",143
"['Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Quick Order Package']",143
"['Third Row Seating', 'Backup Camera', 'Android Auto', 'CarPlay']",143
"['Leather Seats', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors']",142
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Backup Camera']",142
"['Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Backup Camera', 'Heated Seats']",141
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Bluetooth', 'Backup Camera', 'Remote Start']",141
"['Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Heated Seats']",141
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",140
"['Steel Wheels', 'Bluetooth', 'Backup Camera', 'Convenience Package']",140
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",140
"['Navigation System', 'Alloy Wheels', 'Backup Camera', 'Heated Seats']",139
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats']",139
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Heated Seats']",138
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",137
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Premium Package', 'Heated Seats']",136
"['Sunroof/Moonroof', 'Bluetooth', 'Backup Camera', 'Remote Start']",136
"['Bluetooth', 'Android Auto', 'CarPlay']",135
"['Alloy Wheels', 'Backup Camera', 'Parking Sensors', 'Android Auto', 'CarPlay']",135
"['Leather Seats', 'Sunroof/Moonroof']",135
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera']",134
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats']",134
"['Bluetooth', 'Quick Order Package']",133
"['Steel Wheels', 'Blind Spot Monitoring', 'Parking Sensors']",133
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",132
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']",132
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay']",131
"['Adaptive Cruise Control', 'Bluetooth', 'Steel Wheels', 'Backup Camera']",131
"['Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Android Auto', 'CarPlay']",131
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay']",129
"['Leather Seats', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",129
"['Alloy Wheels', 'Tow Package']",129
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",128
"['Leather Seats', 'Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",127
"['Steel Wheels', 'Tow Package']",127
"['Driver Confidence Package', 'Alloy Wheels', 'Preferred Package', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay', 'Convenience Package']",127
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Backup Camera']",126
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",126
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Convenience Package']",126
"['Navigation System', 'Appearance Package', 'Bluetooth', 'Backup Camera', 'Remote Start', '302A Luxury Equipment Group', 'Android Auto', 'CarPlay']",126
"['Leather Seats', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Quick Order Package']",126
"['Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",125
"['Alloy Wheels', 'Steel Wheels', 'Quick Order Package']",125
"['Bluetooth', 'Backup Camera', 'Convenience Package']",125
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",125
"['Leather Seats', 'Sunroof/Moonroof', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring']",124
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",124
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Android Auto', 'Quick Order Package', 'CarPlay']",124
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",124
"['Bluetooth', 'Backup Camera', 'Parking Sensors']",123
"['Backup Camera', 'Remote Start', 'Quick Order Package']",123
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats']",123
"['Alloy Wheels', 'Backup Camera', 'Remote Start', 'Quick Order Package']",122
"['Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Remote Start']",122
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Heated Seats']",122
"['Sunroof/Moonroof', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",122
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",121
"['Sunroof/Moonroof', 'Navigation System', 'Technology Package']",121
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Convenience Package']",121
"['Steel Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']",121
"['Driver Confidence Package', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay']",120
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Convenience Package', 'Multi Zone Climate Control']",119
"['Leather Seats', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Multi Zone Climate Control']",119
"['Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay']",118
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Remote Start']",118
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Quick Order Package']",118
"['Leather Seats', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring']",117
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",117
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Quick Order Package']",116
"['Sunroof/Moonroof', 'Steel Wheels']",116
"['Alloy Wheels', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Quick Order Package']",116
"['Alloy Wheels', 'Adaptive Suspension', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",115
