major_options,count
"['Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Cold Weather Package', 'CarPlay', 'Convenience Package']",115
"['Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']",115
"['Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Android Auto', 'CarPlay']",115
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Android Auto', 'CarPlay']",114
"['Alloy Wheels', 'Backup Camera', 'CarPlay']",114
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera']",114
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start']",114
"['Bluetooth', 'Remote Start', 'Heated Seats']",114
"['Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",114
"['Sunroof/Moonroof', 'Navigation System', 'Third Row Seating', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",113
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",113
"['Third Row Seating', 'Bluetooth', 'Backup Camera', 'Parking Sensors']",113
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Chrome Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",113
"['Sunroof/Moonroof', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",112
"['Technology Package', 'Remote Start', 'Blind Spot Monitoring', 'Android Auto', 'CarPlay']",112
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",112
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats', 'Android Auto', 'CarPlay']",112
"['Technology Package', 'Blind Spot Monitoring']",111
"['Value Package', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Convenience Package']",111
"['Alloy Wheels', 'Android Auto', 'CarPlay']",110
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats']",110
"['Alloy Wheels', 'Bluetooth', 'Parking Sensors', 'Android Auto', 'CarPlay']",110
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Convenience Package']",110
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Android Auto', 'CarPlay']",109
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Android Auto', 'CarPlay']",109
"['Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors']",109
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Blind Spot Monitoring', 'Cargo Package', 'Heated Seats']",109
"['Leather Seats', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",109
"['Backup Camera', 'Parking Sensors', 'Heated Seats']",109
"['Sunroof/Moonroof', 'Bluetooth', 'Heated Seats']",109
"['Alloy Wheels', 'Backup Camera', 'Remote Start', 'Android Auto', 'Quick Order Package', 'CarPlay']",108
"['Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",108
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']",108
"['Adaptive Cruise Control', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",108
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",108
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Heated Seats']",107
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",107
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",107
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'CarPlay']",107
"['Leather Seats', 'Sunroof/Moonroof', 'Preferred Equipment Package', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",107
"['Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring']",106
"['Alloy Wheels', 'Heated Seats', 'Android Auto', 'CarPlay']",106
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay']",106
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",105
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Android Auto', 'CarPlay']",105
"['Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",104
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Quick Order Package']",104
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay']",104
"['Leather Seats', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats']",104
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay']",103
"['Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay']",103
"['Navigation System', 'Adaptive Cruise Control', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",103
"['Leather Seats', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors']",103
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",103
"['Driver Confidence Package', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",102
"['Sunroof/Moonroof', 'Navigation System', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",102
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",102
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Technology Package', 'Bluetooth', 'Backup Camera', 'Heated Seats']",101
"['Alloy Wheels', 'Third Row Seating', 'Remote Start', 'Parking Sensors', 'Android Auto', 'CarPlay', 'Convenience Package']",101
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Quick Order Package']",101
"['Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",100
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Technology Package', 'Third Row Seating', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",100
"['Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",99
"['Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",99
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Technology Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",99
"['Alloy Wheels', 'Bluetooth', 'Remote Start']",99
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'CarPlay']",99
"['Alloy Wheels', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",99
"['Bluetooth', 'Heated Seats']",98
"['Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Backup Camera', 'Remote Start']",98
"['Steel Wheels', 'Backup Camera', 'Quick Order Package']",98
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",98
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",98
"['Blind Spot Monitoring', 'Heated Seats']",98
"['Sunroof/Moonroof', 'Technology Package', 'Blind Spot Monitoring']",97
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Quick Order Package']",97
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Preferred Equipment Package', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",96
"['Sunroof/Moonroof', 'Backup Camera', 'Android Auto', 'CarPlay']",96
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System']",96
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring']",96
"['Navigation System', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Parking Sensors']",96
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats']",95
"['Navigation System', 'Backup Camera', 'Parking Sensors', 'Android Auto', 'CarPlay']",95
"['Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",95
"['Alloy Wheels', 'Remote Start', 'Heated Seats']",94
"['Leather Seats', 'Navigation System', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors']",94
"['Sunroof/Moonroof', 'Navigation System', 'Third Row Seating', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",94
"['Chrome Wheels', 'Bluetooth', 'Backup Camera']",94
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats']",93
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",93
"['Leather Seats', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats']",93
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Android Auto', 'CarPlay', 'Convenience Package']",93
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Android Auto', 'Quick Order Package', 'CarPlay']",93
"['Sunroof/Moonroof', 'Blind Spot Monitoring', 'Heated Seats']",93
"['Leather Seats', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",92
"['Alloy Wheels', 'Bluetooth', 'Remote Start', 'Heated Seats']",92
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring']",92
"['Navigation System', 'Third Row Seating', 'Steel Wheels', 'Bluetooth', 'Backup Camera']",92
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",92
"['Alloy Wheels', 'Backup Camera', 'Cargo Package', 'Heated Seats', 'Android Auto', 'CarPlay']",92
"['Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors']",91
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Premium Package']",91
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",91
"['Sunroof/Moonroof', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",91
"['Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",90
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",90
"['Sunroof/Moonroof', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Heated Seats']",90
"['Backup Camera', 'Tow Package']",90
"['Alloy Wheels', 'Bluetooth', 'Remote Start', 'Parking Sensors', 'Android Auto', 'CarPlay', 'Convenience Package']",90
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']",90
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Cold Weather Package']",90
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Backup Camera', 'Heated Seats']",90
"['Sunroof/Moonroof', 'Navigation System', 'Blind Spot Monitoring']",89
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Bluetooth', 'Remote Start', 'Heated Seats', 'Multi Zone Climate Control']",89
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay']",89
"['Third Row Seating', 'Steel Wheels', 'Backup Camera']",89
"['Alloy Wheels', 'Third Row Seating', 'Android Auto', 'CarPlay']",89
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Suspension', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",88
"['Bluetooth', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",88
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats']",88
"['Alloy Wheels', 'Backup Camera', 'Remote Start', 'Android Auto', 'CarPlay']",88
"['Navigation System', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",88
"['Alloy Wheels', 'Backup Camera', 'Cargo Package', 'Android Auto', 'CarPlay']",87
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Backup Camera']",87
"['Backup Camera', 'Remote Start', 'Android Auto', 'CarPlay']",87
"['Alloy Wheels', 'Backup Camera', 'Parking Sensors']",87
"['Sunroof/Moonroof', 'Backup Camera', 'Parking Sensors', 'Heated Seats']",87
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors', 'Heated Seats', 'Quick Order Package']",87
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",87
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Cargo Package', 'Heated Seats']",87
"['Leather Seats', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",86
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth']",86
"['Sunroof/Moonroof', 'Alloy Wheels', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",86
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay', 'Bluetooth', 'Backup Camera', 'Remote Start']",86
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",86
"['Sunroof/Moonroof', 'Navigation System', 'Bluetooth', 'Heated Seats']",86
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring']",85
"['Adaptive Cruise Control', 'Steel Wheels', 'Bluetooth', 'Backup Camera', 'Android Auto', 'CarPlay']",85
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Quick Order Package']",85
"['Alloy Wheels', 'Preferred Package', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Android Auto', 'CarPlay', 'Convenience Package']",85
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Multi Zone Climate Control']",85
"['Third Row Seating', 'Quick Order Package']",85
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Backup Camera', 'Parking Sensors', 'Heated Seats']",85
"['Navigation System', 'Adaptive Cruise Control', 'Backup Camera']",85
"['Steel Wheels', 'Bluetooth', 'Remote Start']",85
"['Alloy Wheels', 'Third Row Seating', 'Parking Sensors']",85
"['Navigation System', 'Alloy Wheels', 'Bluetooth', 'Heated Seats']",84
"['Bluetooth', 'Backup Camera', 'Parking Sensors', 'Quick Order Package']",84
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Android Auto', 'Quick Order Package', 'CarPlay']",84
"['Alloy Wheels', 'Third Row Seating', 'Parking Sensors', 'Android Auto', 'CarPlay']",84
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'CarPlay']",84
"['Backup Camera', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",84
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",84
"['Leather Seats', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats']",84
"['Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Cold Weather Package', 'Convenience Package']",84
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",84
"['Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay']",83
"['Bluetooth', 'Dual Rear Wheels', 'Remote Start']",83
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'Quick Order Package', 'CarPlay']",83
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Adaptive Suspension', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",83
"['Steel Wheels', 'Bluetooth', 'Backup Camera', 'Android Auto', 'CarPlay', 'Convenience Package']",83
"['Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",83
"['Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Parking Sensors', 'Heated Seats']",83
"['Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay']",82
"['Leather Seats', 'Sunroof/Moonroof', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Heated Seats', 'Android Auto', 'CarPlay']",82
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Parking Sensors', 'Heated Seats']",82
"['Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera']",82
"['Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Parking Sensors']",82
['Remote Start'],82
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Third Row Seating', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Heated Seats', 'CarPlay']",81
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats']",81
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",81
"['Adaptive Cruise Control', 'Steel Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring']",81
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Heated Seats', 'CarPlay']",80
"['Leather Seats', 'Sunroof/Moonroof', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Remote Start', 'Heated Seats']",80
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Premium Package', 'Heated Seats']",80
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Premium Package']",80
"['Leather Seats', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats', 'Android Auto', 'CarPlay']",80
"['Alloy Wheels', 'Bluetooth', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",80
"['Adaptive Cruise Control', 'Alloy Wheels', 'Backup Camera', 'Heated Seats', 'Android Auto', 'CarPlay']",80
"['Alloy Wheels', 'Premium Wheels']",79
"['Steel Wheels', 'Backup Camera', 'Convenience Package']",79
"['Leather Seats', 'Adaptive Cruise Control', 'Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",79
"['Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Parking Sensors']",79
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Bluetooth', 'Backup Camera', 'Heated Seats']",79
"['Alloy Wheels', 'Backup Camera', 'Remote Start', 'CarPlay']",79
"['Sunroof/Moonroof', 'Alloy Wheels', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",79
"['Sunroof/Moonroof', 'XLE Package', 'Alloy Wheels', 'Backup Camera', 'Android Auto', 'Cold Weather Package', 'CarPlay', 'Convenience Package']",79
"['Sunroof/Moonroof', 'Alloy Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Heated Seats']",78
"['Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Third Row Seating', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay']",78
"['Steel Wheels', 'Backup Camera', 'Blind Spot Monitoring', 'Android Auto', 'CarPlay']",78
"['Alloy Wheels', 'Bluetooth', 'Backup Camera', 'Remote Start', 'Blind Spot Monitoring', 'Parking Sensors', 'Heated Seats', 'Android Auto', 'CarPlay', 'Convenience Package']",78
"['Leather Seats', 'Sunroof/Moonroof', 'Navigation System', 'Alloy Wheels', 'Bluetooth', 'Remote Start', 'Heated Seats']",78
